127.0.0.1 - - [20/Apr/2023:20:05:08 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:05:09 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:05:09 +0530] "GET /Blog/images/img-9.jpg HTTP/1.1" 404 781
127.0.0.1 - - [20/Apr/2023:20:05:09 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:05:09 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:05:09 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:05:09 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:05:09 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:05:09 +0530] "GET /Blog/images/img-9.jpg HTTP/1.1" 404 781
127.0.0.1 - - [20/Apr/2023:20:05:09 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:05:09 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:05:12 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:05:12 +0530] "GET /Blog/images/img-9.jpg HTTP/1.1" 404 781
127.0.0.1 - - [20/Apr/2023:20:05:12 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:05:12 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:05:12 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:05:23 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6150
127.0.0.1 - - [20/Apr/2023:20:05:23 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:05:23 +0530] "GET /Blog/images/img-9.jpg HTTP/1.1" 404 781
127.0.0.1 - - [20/Apr/2023:20:05:23 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:05:23 +0530] "GET /Blog/images/fevicon.png HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:05:23 +0530] "GET /images/favicon.png HTTP/1.1" 404 774
127.0.0.1 - - [20/Apr/2023:20:05:23 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6150
127.0.0.1 - - [20/Apr/2023:20:06:13 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6150
127.0.0.1 - - [20/Apr/2023:20:06:13 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:06:13 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:06:13 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6150
127.0.0.1 - - [20/Apr/2023:20:06:34 +0530] "GET /Blog/login.jsp HTTP/1.1" 200 8068
127.0.0.1 - - [20/Apr/2023:20:06:34 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:06:34 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:06:34 +0530] "GET /Blog/login.jsp HTTP/1.1" 200 8068
127.0.0.1 - - [20/Apr/2023:20:06:45 +0530] "POST /Blog/LoginServlet HTTP/1.1" 200 19363
127.0.0.1 - - [20/Apr/2023:20:06:45 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:06:45 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:06:45 +0530] "GET /Blog/LoginServlet HTTP/1.1" 405 752
127.0.0.1 - - [20/Apr/2023:20:06:48 +0530] "GET /Blog/BlogWrite.jsp HTTP/1.1" 200 9033
127.0.0.1 - - [20/Apr/2023:20:06:48 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:06:48 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:06:48 +0530] "GET /Blog/BlogWrite.jsp HTTP/1.1" 200 9033
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:07:05 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:06 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:06 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:07:06 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:07:06 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6741
127.0.0.1 - - [20/Apr/2023:20:07:41 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6704
127.0.0.1 - - [20/Apr/2023:20:07:41 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:07:41 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:07:41 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6704
127.0.0.1 - - [20/Apr/2023:20:09:49 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6704
127.0.0.1 - - [20/Apr/2023:20:09:49 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:09:49 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:09:49 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6704
127.0.0.1 - - [20/Apr/2023:20:09:57 +0530] "GET /Blog/dashboard.jsp HTTP/1.1" 200 19363
127.0.0.1 - - [20/Apr/2023:20:09:57 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:09:57 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:09:57 +0530] "GET /Blog/dashboard.jsp HTTP/1.1" 200 19363
127.0.0.1 - - [20/Apr/2023:20:09:59 +0530] "GET /Blog/BlogWrite.jsp HTTP/1.1" 200 9033
127.0.0.1 - - [20/Apr/2023:20:09:59 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:09:59 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:09:59 +0530] "GET /Blog/BlogWrite.jsp HTTP/1.1" 200 9033
127.0.0.1 - - [20/Apr/2023:20:10:36 +0530] "POST /Blog/FormServlet HTTP/1.1" 302 -
127.0.0.1 - - [20/Apr/2023:20:10:36 +0530] "GET /Blog/BlogWrite.jsp HTTP/1.1" 200 9033
127.0.0.1 - - [20/Apr/2023:20:10:36 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:10:36 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:10:36 +0530] "GET /Blog/BlogWrite.jsp HTTP/1.1" 200 9033
127.0.0.1 - - [20/Apr/2023:20:10:39 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 7957
127.0.0.1 - - [20/Apr/2023:20:10:39 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:10:39 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:10:39 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 7957
127.0.0.1 - - [20/Apr/2023:20:11:45 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6807
127.0.0.1 - - [20/Apr/2023:20:11:45 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:11:45 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:11:45 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6807
127.0.0.1 - - [20/Apr/2023:20:11:52 +0530] "GET /Blog/Read.jsp?id=7757100&bid=6451505 HTTP/1.1" 200 7952
127.0.0.1 - - [20/Apr/2023:20:11:52 +0530] "GET /Blog/images/fb-icon-1.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2023:20:11:52 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:11:52 +0530] "GET /Blog/images/instagram-icon-1.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2023:20:11:52 +0530] "GET /Blog/images/twitter-icon-1.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2023:20:11:52 +0530] "GET /Blog/images/linkedin-icon-1.png HTTP/1.1" 304 -
127.0.0.1 - - [20/Apr/2023:20:11:52 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:11:52 +0530] "GET /Blog/displayImage.jsp HTTP/1.1" 500 206057
127.0.0.1 - - [20/Apr/2023:20:11:52 +0530] "GET /Blog/Read.jsp?id=7757100&bid=6451505 HTTP/1.1" 200 7952
127.0.0.1 - - [20/Apr/2023:20:12:01 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6807
127.0.0.1 - - [20/Apr/2023:20:13:04 +0530] "GET /Blog/Read.jsp?id=7757100&bid=6451505 HTTP/1.1" 200 7952
127.0.0.1 - - [20/Apr/2023:20:13:04 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:13:04 +0530] "GET /Blog/displayImage.jsp HTTP/1.1" 500 206057
127.0.0.1 - - [20/Apr/2023:20:13:04 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:13:04 +0530] "GET /Blog/Read.jsp?id=7757100&bid=6451505 HTTP/1.1" 200 7952
127.0.0.1 - - [20/Apr/2023:20:13:07 +0530] "GET /Blog/blog.jsp HTTP/1.1" 200 6807
127.0.0.1 - - [20/Apr/2023:20:13:16 +0530] "GET /Blog/Read.jsp?id=7757100&bid=6451505 HTTP/1.1" 200 7952
127.0.0.1 - - [20/Apr/2023:20:13:16 +0530] "GET /Blog/js/owl.carousel.js HTTP/1.1" 404 783
127.0.0.1 - - [20/Apr/2023:20:13:16 +0530] "GET /Blog/displayImage.jsp HTTP/1.1" 500 206057
127.0.0.1 - - [20/Apr/2023:20:13:16 +0530] "GET /Blog/fonts/Poppins-Regular.ttf HTTP/1.1" 404 790
127.0.0.1 - - [20/Apr/2023:20:13:16 +0530] "GET /Blog/Read.jsp?id=7757100&bid=6451505 HTTP/1.1" 200 7952
